Course Number,Course Name,Days,Time,Start/End Date,Location,County,Course Type,Course Description,Status of Section,Book Link
NUR  115  01,"Med Prep, Admin/ Dosage Calculatns",,-,09/02/2025 - 10/24/2025,Online,Online,Hybrid,"**Exams on 9/18, 10/2, 10/16  from 1 pm to 5:55 pm** NUR 115 Medication Preparation, Administration and Dosage Calculations 1 Credit (1 Lecture 0 Lab 0 Clinical) 2 Hr/Wk (2 Hr. Lecture) *7.5 wks. This course is designed for nursing students. It focuses on the safety and accuracy required for medication administration. Included will be the interpretation of drug orders (including standards and common abbreviations used in a drug order), under standing drug labels, oral and parenteral drug administration, reconstitution of solutions, pediatric and adult dosages based on body weight and body surface area, calculating and adjusting intravenous solutions, and dosage calculations using the formula, ratio and proportion or dimension al analysis approach. Prerequisites: Admission to the Nursing Program.",OPEN,Link
NUR  115  02,"Med Prep, Admin/ Dosage Calculatns",,-,09/02/2025 - 10/24/2025,Online,Online,Hybrid,"**Exams on 9/18, 10/2, & 10/16  from 1 pm to 5:55 pm** NUR 115 Medication Preparation, Administration and Dosage Calculations 1 Credit (1 Lecture 0 Lab 0 Clinical) 2 Hr/Wk (2 Hr. Lecture) *7.5 wks. This course is designed for nursing students. It focuses on the safety and accuracy required for medication administration. Included will be the interpretation of drug orders (including standards and common abbreviations used in a drug order), under standing drug labels, oral and parenteral drug administration, reconstitution of solutions, pediatric and adult dosages based on body weight and body surface area, calculating and adjusting intravenous solutions, and dosage calculations using the formula, ratio and proportion or dimension al analysis approach. Prerequisites: Admission to the Nursing Program.",OPEN,Link
NUR  121  01,Nrs Across Life Span I,Tue,6:00 PM - 8:55 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Classroom,"NUR 121 Nursing Across the Life Span I 10 Credits (6 Lecture 0 Lab 4 Clinical) 18 Hrs/Wk (6 Hrs. Lecture 12 Hrs. Clinical) *15 wks The emphasis in this course includes application of assessment, planning, intervention and evaluation of outcomes in the provision of holistic care to patients with common, well defined health problems as well as patients in the childbearing/child rearing stage of life. Major focus areas for the student include practice of the role of the student nurse, communication with patients across the life span, growth and development issues, generation of clinical judgments related to patient’s assessed needs, increasing profi ciency with nursing skills, patient teaching, and identifi cation of student’s own learning needs. Prerequisites: NUR 112, ENG 101 or ENG 105; Corequisites: BIO 115/116, BIO 117/118, PSY 101.",OPEN,Link
NUR  121  01,Nrs Across Life Span I,Thur,6:00 PM - 7:55 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Classroom,"NUR 121 Nursing Across the Life Span I 10 Credits (6 Lecture 0 Lab 4 Clinical) 18 Hrs/Wk (6 Hrs. Lecture 12 Hrs. Clinical) *15 wks The emphasis in this course includes application of assessment, planning, intervention and evaluation of outcomes in the provision of holistic care to patients with common, well defined health problems as well as patients in the childbearing/child rearing stage of life. Major focus areas for the student include practice of the role of the student nurse, communication with patients across the life span, growth and development issues, generation of clinical judgments related to patient’s assessed needs, increasing profi ciency with nursing skills, patient teaching, and identifi cation of student’s own learning needs. Prerequisites: NUR 112, ENG 101 or ENG 105; Corequisites: BIO 115/116, BIO 117/118, PSY 101.",OPEN,Link
NUR  121  01,Nrs Across Life Span I,Sat,7:00 AM - 4:55 PM,09/02/2025 - 09/13/2025,Auburn Campus,Androscoggin,Classroom,"NUR 121 Nursing Across the Life Span I 10 Credits (6 Lecture 0 Lab 4 Clinical) 18 Hrs/Wk (6 Hrs. Lecture 12 Hrs. Clinical) *15 wks The emphasis in this course includes application of assessment, planning, intervention and evaluation of outcomes in the provision of holistic care to patients with common, well defined health problems as well as patients in the childbearing/child rearing stage of life. Major focus areas for the student include practice of the role of the student nurse, communication with patients across the life span, growth and development issues, generation of clinical judgments related to patient’s assessed needs, increasing profi ciency with nursing skills, patient teaching, and identifi cation of student’s own learning needs. Prerequisites: NUR 112, ENG 101 or ENG 105; Corequisites: BIO 115/116, BIO 117/118, PSY 101.",OPEN,Link
NUR  121  01,Nrs Across Life Span I,Sat,7:00 AM - 6:55 PM,09/02/2025 - 12/19/2025,n/a,Off Campus,Classroom,"NUR 121 Nursing Across the Life Span I 10 Credits (6 Lecture 0 Lab 4 Clinical) 18 Hrs/Wk (6 Hrs. Lecture 12 Hrs. Clinical) *15 wks The emphasis in this course includes application of assessment, planning, intervention and evaluation of outcomes in the provision of holistic care to patients with common, well defined health problems as well as patients in the childbearing/child rearing stage of life. Major focus areas for the student include practice of the role of the student nurse, communication with patients across the life span, growth and development issues, generation of clinical judgments related to patient’s assessed needs, increasing profi ciency with nursing skills, patient teaching, and identifi cation of student’s own learning needs. Prerequisites: NUR 112, ENG 101 or ENG 105; Corequisites: BIO 115/116, BIO 117/118, PSY 101.",OPEN,Link
NUR  121  01,Nrs Across Life Span I,Mon,1:00 PM - 8:55 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Classroom,"NUR 121 Nursing Across the Life Span I 10 Credits (6 Lecture 0 Lab 4 Clinical) 18 Hrs/Wk (6 Hrs. Lecture 12 Hrs. Clinical) *15 wks The emphasis in this course includes application of assessment, planning, intervention and evaluation of outcomes in the provision of holistic care to patients with common, well defined health problems as well as patients in the childbearing/child rearing stage of life. Major focus areas for the student include practice of the role of the student nurse, communication with patients across the life span, growth and development issues, generation of clinical judgments related to patient’s assessed needs, increasing profi ciency with nursing skills, patient teaching, and identifi cation of student’s own learning needs. Prerequisites: NUR 112, ENG 101 or ENG 105; Corequisites: BIO 115/116, BIO 117/118, PSY 101.",OPEN,Link
NUR  121  01,Nrs Across Life Span I,Wed,1:00 PM - 8:55 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Classroom,"NUR 121 Nursing Across the Life Span I 10 Credits (6 Lecture 0 Lab 4 Clinical) 18 Hrs/Wk (6 Hrs. Lecture 12 Hrs. Clinical) *15 wks The emphasis in this course includes application of assessment, planning, intervention and evaluation of outcomes in the provision of holistic care to patients with common, well defined health problems as well as patients in the childbearing/child rearing stage of life. Major focus areas for the student include practice of the role of the student nurse, communication with patients across the life span, growth and development issues, generation of clinical judgments related to patient’s assessed needs, increasing profi ciency with nursing skills, patient teaching, and identifi cation of student’s own learning needs. Prerequisites: NUR 112, ENG 101 or ENG 105; Corequisites: BIO 115/116, BIO 117/118, PSY 101.",OPEN,Link
NUR  212  01,Nursing Across the Life Span II,Tue,9:00 AM - 12:55 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Integrated Cross Listed Course,"NUR 212 Nursing Across the Life Span II 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hrs/Wk (5 Hrs. Lecture 12 Hrs. Clinical) *15 wks This course builds on previous coursework while increasing the student knowledge and responsibility in the provision of care for two or more patients experiencing complex health needs. Emphasis is placed on effective communication with other health care team members, use of assessment data, prioritization of patient needs and the formulation of clinical judgments to provide holistic nursing care. Prerequisites: All Level I (1st year) courses except NUR 134. LPN advanced placement students must complete NUR 116; Co-requisites: BIO 211, 212, PSY 111",OPEN,Link
NUR  212  01,Nursing Across the Life Span II,Wed,9:00 AM - 10:55 AM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Integrated Cross Listed Course,"NUR 212 Nursing Across the Life Span II 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hrs/Wk (5 Hrs. Lecture 12 Hrs. Clinical) *15 wks This course builds on previous coursework while increasing the student knowledge and responsibility in the provision of care for two or more patients experiencing complex health needs. Emphasis is placed on effective communication with other health care team members, use of assessment data, prioritization of patient needs and the formulation of clinical judgments to provide holistic nursing care. Prerequisites: All Level I (1st year) courses except NUR 134. LPN advanced placement students must complete NUR 116; Co-requisites: BIO 211, 212, PSY 111",OPEN,Link
NUR  212  01,Nursing Across the Life Span II,Mon Thur Fri,7:00 AM - 6:55 PM,09/02/2025 - 12/19/2025,n/a,Off Campus,Integrated Cross Listed Course,"NUR 212 Nursing Across the Life Span II 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hrs/Wk (5 Hrs. Lecture 12 Hrs. Clinical) *15 wks This course builds on previous coursework while increasing the student knowledge and responsibility in the provision of care for two or more patients experiencing complex health needs. Emphasis is placed on effective communication with other health care team members, use of assessment data, prioritization of patient needs and the formulation of clinical judgments to provide holistic nursing care. Prerequisites: All Level I (1st year) courses except NUR 134. LPN advanced placement students must complete NUR 116; Co-requisites: BIO 211, 212, PSY 111",OPEN,Link
NUR  212  01,Nursing Across the Life Span II,Thur,9:00 AM - 1:55 PM,09/02/2025 - 09/04/2025,Auburn Campus,Androscoggin,Integrated Cross Listed Course,"NUR 212 Nursing Across the Life Span II 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hrs/Wk (5 Hrs. Lecture 12 Hrs. Clinical) *15 wks This course builds on previous coursework while increasing the student knowledge and responsibility in the provision of care for two or more patients experiencing complex health needs. Emphasis is placed on effective communication with other health care team members, use of assessment data, prioritization of patient needs and the formulation of clinical judgments to provide holistic nursing care. Prerequisites: All Level I (1st year) courses except NUR 134. LPN advanced placement students must complete NUR 116; Co-requisites: BIO 211, 212, PSY 111",OPEN,Link
NUR  212  01,Nursing Across the Life Span II,Thur,7:00 AM - 1:55 PM,10/06/2025 - 10/24/2025,Auburn Campus,Androscoggin,Integrated Cross Listed Course,"NUR 212 Nursing Across the Life Span II 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hrs/Wk (5 Hrs. Lecture 12 Hrs. Clinical) *15 wks This course builds on previous coursework while increasing the student knowledge and responsibility in the provision of care for two or more patients experiencing complex health needs. Emphasis is placed on effective communication with other health care team members, use of assessment data, prioritization of patient needs and the formulation of clinical judgments to provide holistic nursing care. Prerequisites: All Level I (1st year) courses except NUR 134. LPN advanced placement students must complete NUR 116; Co-requisites: BIO 211, 212, PSY 111",OPEN,Link
